NAME,B25064_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,B25070_001E,B25070_011E,B25002_003E,B25002_001E,B08013_001E,B08012_001E,B17001_002E,B17001_001E,B23025_002E,B23025_001E,metropolitan statistical area/micropolitan statistical area,metropolitan division,geo_level,geo_code,parent_cbsa,year
"Selinsgrove, PA Micro Area",689,277,180,210,575,3515,375,1676,16090,404300,17410,4139,37609,20170,32180,42780,,msa,42780,,2014
"Selma, AL Micro Area",564,546,314,610,1735,6367,1263,3957,20216,298845,13224,15163,42234,17056,32716,42820,,msa,42820,,2014
"Seneca, SC Micro Area",690,491,628,667,1770,7635,1143,8574,38893,639705,27413,13902,73921,32916,60969,42860,,msa,42860,,2014
"Seneca Falls, NY Micro Area",692,286,173,296,895,3624,384,2652,16137,338065,14538,4175,32093,16387,28917,42900,,msa,42900,,2014
"Sevierville, TN Micro Area",724,899,906,982,2532,12270,1363,19883,56136,1034825,40819,14033,91371,48134,74809,42940,,msa,42940,,2014
"Seymour, IN Micro Area",696,286,218,424,749,4245,328,1687,18344,394410,19053,5923,42099,21530,33731,42980,,msa,42980,,2014
"Sioux City, IA-NE-SD Metro Area",661,1653,1097,1188,3990,19122,1261,4724,68898,1421295,80767,22004,164872,90138,129062,43580,,msa,43580,,2014
"Sioux Falls, SD Metro Area",713,2559,1334,2531,5258,30228,1583,6260,98501,2307365,125610,23392,232907,137318,183140,43620,,msa,43620,,2014
"Snyder, TX Micro Area",696,117,119,152,108,1561,253,1216,7110,115815,7103,1953,15365,7549,13251,43660,,msa,43660,,2014
"Somerset, KY Micro Area",579,482,395,538,2475,7737,1222,5258,31310,491960,24508,16223,62469,28072,50918,43700,,msa,43700,,2014
"Somerset, PA Micro Area",572,485,313,497,1073,6533,1050,8306,38054,724605,31118,9206,72475,35967,64390,43740,,msa,43740,,2014
"Sonora, CA Micro Area",924,691,575,428,1951,6809,575,9121,31302,459855,17592,7444,50714,22936,46272,43760,,msa,43760,,2014
"South Bend-Mishawaka, IN-MI Metro Area",720,2962,1848,3036,8152,35472,3423,19495,141058,2902780,136842,52308,306378,160776,251336,43780,,msa,43780,,2014
"Spartanburg, SC Metro Area",693,2999,2013,3295,8488,37270,4645,17345,137467,2941310,129147,56648,308880,152019,249896,43900,,msa,43900,,2014
"Spearfish, SD Micro Area",595,409,122,220,655,3514,272,2564,13047,221405,11526,3501,23603,13251,20449,43940,,msa,43940,,2014
"Spencer, IA Micro Area",568,138,157,230,225,1897,180,798,8067,125310,7962,1721,16125,8941,13175,43980,,msa,43980,,2014
"Shawano, WI Micro Area",609,331,236,242,739,4357,474,4763,23020,445515,19811,5969,45012,23197,36802,43020,,msa,43020,,2014
"Shawnee, OK Micro Area",657,615,354,535,1578,7906,1116,3406,29439,667175,28073,12506,67156,31896,55106,43060,,msa,43060,,2014
"Sheboygan, WI Metro Area",660,1266,635,999,2079,13376,709,4266,50699,1018050,55911,10430,111642,63018,91692,43100,,msa,43100,,2014
"Shelby, NC Micro Area",655,998,639,1057,3204,11854,1662,5896,43303,907305,38161,19225,95448,46101,77738,43140,,msa,43140,,2014
"Shelbyville, TN Micro Area",667,397,202,487,1120,5080,662,1891,18499,473135,18185,9508,44960,20806,34828,43180,,msa,43180,,2014
"Shelton, WA Micro Area",896,316,333,474,1388,5045,627,9497,32596,652240,20720,10080,59097,25562,49962,43220,,msa,43220,,2014
"Sheridan, WY Micro Area",757,250,140,207,732,3787,511,1575,14143,228555,13262,2392,28586,15049,23794,43260,,msa,43260,,2014
"Sherman-Denison, TX Metro Area",784,1079,844,1550,2913,15129,1545,7324,54071,1228965,49435,18771,119015,58646,96332,43300,,msa,43300,,2014
"Show Low, AZ Micro Area",667,753,441,565,1943,9930,1756,23196,57214,658315,29119,32138,104710,40017,80066,43320,,msa,43320,,2014
"Shreveport-Bossier City, LA Metro Area",751,5311,3266,4813,14098,60687,7763,25093,195808,4122785,189592,84753,435852,213027,347621,43340,,msa,43340,,2014
"Sidney, OH Micro Area",688,444,208,308,1037,4955,355,1594,20210,412705,22228,5553,48525,24870,37691,43380,,msa,43380,,2014
"Sierra Vista-Douglas, AZ Metro Area",792,1002,1239,1017,3190,15623,1497,10956,59802,878425,46394,21165,120617,54436,104263,43420,,msa,43420,,2014
"Sikeston, MO Micro Area",595,442,311,303,969,4898,480,1617,16978,308055,16693,7456,38460,19173,30682,43460,,msa,43460,,2014
"Silver City, NM Micro Area",642,283,154,235,693,2984,403,2454,14683,199940,10093,5621,28706,12259,23698,43500,,msa,43500,,2014
"Spirit Lake, IA Micro Area",641,70,119,123,408,2008,173,5165,12996,134940,8112,1135,16522,9296,14028,44020,,msa,44020,,2014
"Spokane-Spokane Valley, WA Metro Area",776,6865,4921,6870,18934,74308,4258,21861,233145,4716140,216344,82537,518002,257699,425902,44060,,msa,44060,,2014
"Springfield, IL Metro Area",735,2073,1584,1728,6766,26057,1989,7750,95971,1910605,98439,30253,207273,112542,167877,44100,,msa,44100,,2014
"Springfield, MA Metro Area",839,8665,5051,7228,24914,88575,4824,18247,254759,6219175,271098,99041,589476,324024,510561,44140,,msa,44140,,2014
"Springfield, MO Metro Area",691,5592,4166,5678,15274,63840,4166,17169,194637,4210270,193423,75451,429071,222435,353929,44180,,msa,44180,,2014
"Springfield, OH Metro Area",669,1841,1293,1269,4719,18663,1316,6277,61246,1230620,55477,25498,133892,65747,109322,44220,,msa,44220,,2014
"Starkville, MS Micro Area",713,625,314,758,3128,8449,809,3334,21112,360615,18868,14666,43853,23111,40574,44260,,msa,44260,,2014
"State College, PA Metro Area",894,1716,1006,1669,7814,22661,2255,6760,64043,1392005,68986,28344,139471,77966,134902,44300,,msa,44300,,2014
"Statesboro, GA Micro Area",760,931,500,1111,4474,12813,1297,3508,29311,587745,28291,22014,66468,33808,58861,44340,,msa,44340,,2014
"Sterling, CO Micro Area",634,154,99,242,440,2535,303,1140,8965,174150,10017,3630,21528,12048,18786,44540,,msa,44540,,2014
"Staunton-Waynesboro, VA Metro Area",781,1014,943,1148,3083,13510,1292,5596,53101,1170015,52459,15038,113749,58578,97147,44420,,msa,44420,,2014
"Steamboat Springs, CO Micro Area",1150,143,104,343,692,2770,255,6760,16333,200150,12108,2397,23120,14688,19376,44460,,msa,44460,,2014
"Stephenville, TX Micro Area",702,280,385,246,1906,5947,854,2423,17119,347920,18101,8982,37549,20050,31812,44500,,msa,44500,,2014
"Sterling, IL Micro Area",636,473,452,490,1093,5746,552,2431,25759,495105,25356,6745,56483,29070,45947,44580,,msa,44580,,2014
"Stevens Point, WI Micro Area",664,569,617,598,2290,8872,622,2270,30224,649580,33823,9861,66882,39078,57780,44620,,msa,44620,,2014
"Stillwater, OK Micro Area",711,818,869,1107,5054,14889,1651,4250,34432,614180,35421,17878,70737,39742,65019,44660,,msa,44660,,2014
"Stockton-Lodi, CA Metro Area",1033,8017,6170,9531,27425,93759,5778,18267,235610,7581895,255858,132986,686706,324499,524915,44700,,msa,44700,,2014
"Storm Lake, IA Micro Area",581,209,103,61,258,2277,297,593,8228,129185,9514,2337,19326,11003,15847,44740,,msa,44740,,2014
"Sturgis, MI Micro Area",646,526,400,359,1185,5601,555,4844,27700,545530,24032,10696,59994,28366,47218,44780,,msa,44780,,2014
"Sulphur Springs, TX Micro Area",683,225,168,270,789,3756,607,1849,15092,295100,13850,7187,34854,16462,27423,44860,,msa,44860,,2014
"Summerville, GA Micro Area",581,254,47,166,470,2928,642,1575,10922,197250,8434,5606,23479,9814,20528,44900,,msa,44900,,2014
"Summit Park, UT Micro Area",1218,321,128,216,512,3171,322,13504,26929,428680,17433,3175,37748,20911,28825,44920,,msa,44920,,2014
"Sumter, SC Metro Area",735,1276,952,909,2881,14199,1865,6473,46497,933090,42072,19494,105089,50233,83746,44940,,msa,44940,,2014
"Sunbury, PA Micro Area",609,1099,600,706,1947,11155,1510,5825,44995,919575,39016,12673,89517,44707,77853,44980,,msa,44980,,2014
"Susanville, CA Micro Area",901,243,189,316,878,3573,324,2897,12718,174320,8759,3856,22566,10904,28848,45000,,msa,45000,,2014
"Sweetwater, TX Micro Area",560,67,93,165,216,1665,216,1673,7122,102595,6147,2716,14646,6927,11632,45020,,msa,45020,,2014
"Syracuse, NY Metro Area",760,6500,4570,6600,21233,83391,6229,32121,288917,6006060,288365,97650,633768,332256,533622,45060,,msa,45060,,2014
"Tahlequah, OK Micro Area",588,414,368,405,1147,5785,932,4711,21584,427760,18185,10370,45836,20839,37954,45140,,msa,45140,,2014
"Talladega-Sylacauga, AL Micro Area",600,748,614,628,2042,9776,1690,7894,43617,795860,32481,20443,89072,40661,74745,45180,,msa,45180,,2014
"Tallahassee, FL Metro Area",904,4932,3372,5132,19804,60745,6812,20203,164135,3621905,163552,81393,351830,193719,307506,45220,,msa,45220,,2014
"Tampa-St. Petersburg-Clearwater, FL Metro Area",951,34591,27221,39899,104015,394306,26558,227894,1362891,30389350,1169887,440551,2805897,1400372,2328792,45300,,msa,45300,,2014
"Taos, NM Micro Area",762,175,171,460,972,3636,569,7057,20296,246275,11962,7751,32716,16240,27173,45340,,msa,45340,,2014
"Taylorville, IL Micro Area",606,277,286,175,626,3657,333,1447,15536,361270,14629,4809,32482,16463,28019,45380,,msa,45380,,2014
"Terre Haute, IN Metro Area",674,1907,1312,1465,5040,20939,2529,10081,74282,1535985,71334,29181,159732,80681,139557,45460,,msa,45460,,2014
"Texarkana, TX-AR Metro Area",692,1354,1013,1543,4467,18462,2362,8694,64647,1084635,57998,27537,142768,66211,117574,45500,,msa,45500,,2014
"The Dalles, OR Micro Area",734,176,130,386,932,3405,435,1804,11399,153940,9501,4196,24878,11776,20340,45520,,msa,45520,,2014
"The Villages, FL Metro Area",780,444,255,351,868,4461,770,12643,58511,484325,19356,10324,94389,24675,96291,45540,,msa,48680,,2014
"Thomaston, GA Micro Area",675,463,279,235,955,3724,398,1788,12151,211350,9266,5875,26078,11316,21270,45580,,msa,45580,,2014
"Thomasville, GA Micro Area",693,388,389,582,1684,7299,1943,2918,20270,331290,15782,11490,43711,18870,35074,45620,,msa,45620,,2014
"Tiffin, OH Micro Area",635,474,347,476,1123,6075,567,2489,24028,499065,24223,9068,53171,28061,44802,45660,,msa,45660,,2014
"Tifton, GA Micro Area",602,288,388,409,1099,5600,1026,2433,16399,306210,14805,10764,38818,16950,31542,45700,,msa,45700,,2014
"Toccoa, GA Micro Area",591,138,101,266,459,2343,238,3324,12584,214545,9833,4807,24868,11710,20471,45740,,msa,45740,,2014
"Toledo, OH Metro Area",675,6940,4959,7060,23512,88125,6779,29291,273306,5344605,263325,113298,591263,311845,484157,45780,,msa,45780,,2014
"Topeka, KS Metro Area",722,2431,1597,2870,6598,30204,2141,9968,104068,2121700,105854,33458,228606,119611,182784,45820,,msa,45820,,2014
"Torrington, CT Micro Area",946,1604,1029,1290,3501,17102,1813,12261,87490,2427650,91309,12633,184972,106828,154608,45860,,msa,45860,,2014
"Traverse City, MI Micro Area",828,867,843,1262,2826,12297,886,22880,81360,1365600,62359,17418,141803,73125,118883,45900,,msa,45900,,2014
"Trenton, NJ Metro Area",1135,3896,2788,4292,11947,45850,2534,12594,144069,4499315,163881,41005,351231,197580,297734,45940,,msa,45940,,2014
"Troy, AL Micro Area",592,385,430,201,1652,5396,878,2605,15514,266090,13991,8513,31253,16486,27473,45980,,msa,45980,,2014
"Truckee-Grass Valley, CA Micro Area",1190,850,891,1437,3163,11221,870,11994,52832,896310,35975,12163,97729,46953,82966,46020,,msa,46020,,2014
"Tucson, AZ Metro Area",813,11501,9722,12495,39202,147655,10893,58409,444564,9580030,395223,184229,967318,473652,796692,46060,,msa,46060,,2014
"Tullahoma-Manchester, TN Micro Area",653,644,680,830,2347,11483,1430,5555,45256,866830,38645,18129,97571,45933,80367,46100,,msa,46100,,2014
"Tulsa, OK Metro Area",749,9968,7570,9579,25681,124982,11108,45844,415564,8919520,419166,140168,938028,476753,738859,46140,,msa,46140,,2014
"Tupelo, MS Micro Area",644,1175,1042,797,2928,14205,1962,7881,58689,1209090,57230,24620,135748,64031,106983,46180,,msa,46180,,2014
"Tuscaloosa, AL Metro Area",756,1942,1305,1993,7943,27668,3315,21573,103348,2168430,94865,43871,222773,109034,188906,46220,,msa,46220,,2014
"Twin Falls, ID Micro Area",697,1042,739,1112,2275,12365,1357,3302,39569,723325,42115,16185,99707,48148,75895,46300,,msa,46300,,2014
"Tyler, TX Metro Area",841,2393,1937,2010,6290,26982,2271,8717,87806,2029445,90402,35447,209871,103712,166594,46340,,msa,46340,,2014
"Ukiah, CA Micro Area",972,1071,1062,1496,4274,14558,1462,6845,40538,610900,33118,17395,86121,42251,70525,46380,,msa,46380,,2014
"Union City, TN-KY Micro Area",570,375,316,464,948,5045,728,2838,17996,272995,14041,7420,37011,16650,30333,46460,,msa,46460,,2014
"Urbana, OH Micro Area",708,214,351,374,740,3913,340,1550,16713,451545,16840,4868,38666,19827,31364,46500,,msa,46500,,2014
"Urban Honolulu, HI Metro Area",1528,12754,10401,13783,37934,139799,10028,29689,339830,12821570,463757,92129,944550,519554,785129,46520,,msa,46520,,2014
"Utica-Rome, NY Metro Area",692,3122,2314,2887,9163,38382,3302,20027,137431,2561180,125457,46552,284407,145299,241758,46540,,msa,46540,,2014
"Uvalde, TX Micro Area",649,248,169,144,464,2570,542,2297,10919,181285,10143,6166,26064,11891,20061,46620,,msa,46620,,2014
"Valdosta, GA Metro Area",751,1769,1285,2275,5707,22749,2738,7248,58687,1088180,56081,35983,137887,68192,111022,46660,,msa,46660,,2014
"Vallejo-Fairfield, CA Metro Area",1290,5274,3709,5352,15990,56706,2782,11248,153769,5194425,175925,53317,408529,214300,333972,46700,,msa,46700,,2014
"Valley, AL Micro Area",664,436,251,411,1095,4570,827,3043,16944,322750,12812,8051,33653,15134,27605,46740,,msa,46740,,2014
"Van Wert, OH Micro Area",635,210,156,251,378,2718,335,1274,12662,230670,12335,3747,28095,14345,22551,46780,,msa,46780,,2014
"Vermillion, SD Micro Area",676,108,90,253,972,2488,128,518,5703,94490,6383,3292,11666,7770,11865,46820,,msa,46820,,2014
"Vernal, UT Micro Area",964,176,39,133,597,2737,195,1405,12453,272325,14259,3980,34135,15702,24075,46860,,msa,46860,,2014
"Vernon, TX Micro Area",590,106,214,59,181,1820,202,1040,6293,78020,5759,2562,12929,6422,10384,46900,,msa,46900,,2014
"Vicksburg, MS Micro Area",658,565,438,514,1645,7196,1394,4555,26085,409520,21604,14291,56644,24992,44797,46980,,msa,46980,,2014
"Victoria, TX Metro Area",777,925,831,970,2586,11629,910,4117,39302,866160,41628,16560,94746,47343,74511,47020,,msa,47020,,2014
"Vidalia, GA Micro Area",553,383,379,470,950,4886,953,2274,16019,276920,13476,8994,35051,15239,27829,47080,,msa,47080,,2014
"Vincennes, IN Micro Area",628,422,259,354,1083,4970,585,2285,16990,328015,16923,5252,35364,18675,31079,47180,,msa,47180,,2014
"Vineland-Bridgeton, NJ Metro Area",978,1450,1220,1645,5500,16831,851,5731,56130,1417560,59624,26192,145322,72184,124247,47220,,msa,47220,,2014
"Vineyard Haven, MA Micro Area",1461,70,40,112,287,1287,168,11508,17347,114715,7738,1891,16786,9239,14100,47240,,msa,47240,,2014
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1082,23479,17025,22920,58975,236921,12696,69884,696858,18968520,793851,199333,1631213,912142,1351489,47260,,msa,47260,,2014
"Visalia-Porterville, CA Metro Area",826,4656,3544,5823,15164,56732,3973,11163,143869,3495825,160044,122044,445056,197879,322441,47300,,msa,47300,,2014
"Wabash, IN Micro Area",636,216,188,251,646,3088,480,1358,14135,262070,14120,4567,30562,15968,26353,47340,,msa,47340,,2014
"Waco, TX Metro Area",760,2702,2424,3054,9788,36949,3316,12563,103952,2052585,107771,53053,246198,121637,200720,47380,,msa,47380,,2014
"Wahpeton, ND-MN Micro Area",493,82,77,147,419,2404,212,1281,10660,207045,11197,2288,21576,12659,18445,47420,,msa,47420,,2014
"Walla Walla, WA Metro Area",708,893,425,781,1925,8511,574,2370,25774,395040,25813,9759,58249,29707,51054,47460,,msa,47460,,2014
"Wapakoneta, OH Micro Area",652,160,206,307,789,4647,366,1486,19601,427655,21409,4148,45144,23992,35836,47540,,msa,47540,,2014
"Warner Robins, GA Metro Area",809,1529,1412,2199,5041,22806,1929,9142,75531,1641705,77305,30925,179080,90051,144007,47580,,msa,47580,,2014
"Warren, PA Micro Area",585,300,222,259,649,3888,473,6416,23445,355490,17497,5224,40221,19779,33996,47620,,msa,47620,,2014
"Warrensburg, MO Micro Area",732,649,300,577,2105,7821,787,1753,21665,531795,24785,8619,49472,28225,43175,47660,,msa,47660,,2014
"North Port-Sarasota-Bradenton, FL Metro Area",976,7816,5879,8157,22100,85266,6520,98369,404534,6177410,268013,94428,713110,320795,611740,35840,,msa,35840,,2014
"North Vernon, IN Micro Area",720,164,114,79,665,2552,390,1472,12057,308230,11582,4588,27750,13721,22054,35860,,msa,35860,,2014
"North Wilkesboro, NC Micro Area",586,361,273,622,2042,7199,1260,5666,33021,592775,24873,16539,67969,30529,55906,35900,,msa,35900,,2014
"Norwalk, OH Micro Area",622,552,427,479,1064,6132,456,2643,25150,563230,25516,8115,58437,29201,45726,35940,,msa,35940,,2014
"Norwich-New London, CT Metro Area",1024,3670,2447,3191,6515,35073,2234,14214,121096,2971025,131588,23856,261570,152534,223639,35980,,msa,35980,,2014
"Oak Harbor, WA Micro Area",1076,964,779,917,2059,10350,659,7638,40458,906875,32721,7539,76968,39494,64827,36020,,msa,36020,,2014
"Ocala, FL Metro Area",819,2580,2260,3109,8081,32089,3726,30594,163731,2662855,107576,59591,325876,134144,279068,36100,,msa,36100,,2014
"Ocean City, NJ Metro Area",1042,963,588,872,2852,10139,1301,57561,98630,910285,40823,10483,94168,48602,81077,36140,,msa,36140,,2014
"Odessa, TX Metro Area",849,1113,1047,1111,3031,17320,2148,4334,54548,1333730,64787,20788,142651,71150,106375,36220,,msa,36220,,2014
"Ogden-Clearfield, UT Metro Area",833,4519,2830,4076,9270,48624,3192,12525,208260,5875370,264296,60483,609171,297274,437175,36260,,msa,36260,,2014
"Ogdensburg-Massena, NY Micro Area",698,891,681,961,3087,12212,1383,10603,52182,863010,41840,19710,99910,50617,91462,36300,,msa,36300,,2014
"Oil City, PA Micro Area",586,421,269,396,1041,5303,689,4973,27385,489360,22741,8487,53124,26024,44374,36340,,msa,36340,,2014
"Okeechobee, FL Micro Area",699,264,260,266,788,3675,586,5122,18335,305195,12610,10161,36405,15446,31448,36380,,msa,36380,,2014
"Oklahoma City, OK Metro Area",774,13452,9988,13896,40452,173546,14051,57080,547093,12975795,586938,198577,1265843,657958,1007827,36420,,msa,36420,,2014
"Olean, NY Micro Area",617,597,597,700,1957,8990,803,9250,41048,704925,32575,13598,76841,37789,63200,36460,,msa,36460,,2014
"Olympia-Tumwater, WA Metro Area",1056,3304,2178,2883,7979,35676,1982,8543,110073,2787090,113413,30320,255767,133037,207683,36500,,msa,36500,,2014
"Omaha-Council Bluffs, NE-IA Metro Area",807,9699,6306,9258,25257,115554,6056,27366,368272,8761090,436154,106731,868565,487770,679739,36540,,msa,36540,,2014
"Orangeburg, SC Micro Area",667,785,695,570,2631,10741,2712,8504,42340,845380,32277,21816,88184,38984,72820,36700,,msa,36700,,2014
"Oneonta, NY Micro Area",775,427,328,489,1963,6197,657,6913,30711,572895,25836,9288,56755,30658,52519,36580,,msa,36580,,2014
"Ontario, OR-ID Micro Area",617,509,401,638,1478,6071,699,2179,20632,320680,18158,11958,49916,22522,40873,36620,,msa,36620,,2014
"Opelousas, LA Micro Area",578,622,600,778,2354,9110,1604,5276,35940,790360,29760,22819,82248,33294,63337,36660,,msa,36660,,2014
"Orlando-Kissimmee-Sanford, FL Metro Area",1032,26355,21835,31047,85511,295184,16607,175536,955148,26294830,968649,353087,2185714,1157509,1778559,36740,,msa,36740,,2014
"Oshkosh-Neenah, WI Metro Area",673,1703,1136,1924,4959,23330,778,5277,73761,1519590,81528,19961,159429,90647,136631,36780,,msa,36780,,2014
"Oskaloosa, IA Micro Area",582,179,125,144,487,2707,239,651,9735,181935,10076,3159,21699,11853,17610,36820,,msa,36820,,2014
"Othello, WA Micro Area",669,262,57,128,354,2051,344,437,6264,126630,7280,4348,18676,8746,13017,36830,,msa,36830,,2014
"Ottawa, KS Micro Area",725,333,90,169,687,2821,134,1203,11136,280440,11539,3437,25030,13436,19871,36840,,msa,36840,,2014
"Ottawa-Peru, IL Micro Area",672,990,920,989,3192,15205,1591,8220,68649,1485345,66580,18860,149353,78568,122504,36860,,msa,36860,,2014
"Ottumwa, IA Micro Area",613,442,246,333,1032,4642,649,1955,19648,354905,18738,8504,43042,21787,34751,36900,,msa,36900,,2014
"Owatonna, MN Micro Area",713,214,228,440,765,3328,227,1048,15387,309295,17476,3932,35848,19689,28200,36940,,msa,36940,,2014
"Owensboro, KY Metro Area",634,969,674,1333,2644,13264,1449,4857,49968,947870,48813,18191,112965,54593,90570,36980,,msa,36980,,2014
"Paris, TN Micro Area",609,254,96,280,688,3515,643,3713,17030,261060,11796,6260,31649,14250,26027,37540,,msa,37540,,2014
"Paris, TX Micro Area",645,458,362,469,1621,6522,765,3566,22531,389830,20171,9218,48708,23033,39182,37580,,msa,37580,,2014
"Parkersburg-Vienna, WV Metro Area",611,842,748,945,2155,10353,1322,5125,43450,769425,37638,15395,90830,43392,74894,37620,,msa,37620,,2014
"Parsons, KS Micro Area",579,315,137,132,435,2497,282,1573,10068,154065,9067,3382,20723,10237,16664,37660,,msa,37660,,2014
"Payson, AZ Micro Area",735,422,219,733,1075,5752,935,12101,32925,348135,16816,11705,52263,20667,43457,37740,,msa,37740,,2014
"Pecos, TX Micro Area",616,54,30,82,107,1053,229,927,4632,79995,4633,2128,11461,5256,11185,37780,,msa,37780,,2014
"Pensacola-Ferry Pass-Brent, FL Metro Area",913,6207,4238,5687,12112,57603,4370,33772,203750,4422665,186628,67230,436765,229561,373211,37860,,msa,37860,,2014
"Peoria, IL Metro Area",700,3612,2719,3082,8391,43410,3357,12849,164900,3474320,168477,48245,370308,191885,300212,37900,,msa,37900,,2014
"Peru, IN Micro Area",646,232,215,277,509,3389,619,2138,15384,332655,13917,5733,34227,16614,29393,37940,,msa,37940,,2014
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1011,57334,43205,62332,198588,715073,49575,211100,2440139,76524515,2660936,772960,5866415,3143609,4807950,37980,,msa,37980,,2014
"Owosso, MI Micro Area",675,442,440,515,1368,6408,656,2749,30184,782150,27820,10638,68503,33445,55781,37020,,msa,37020,,2014
"Oxford, MS Micro Area",799,379,321,537,2573,6732,710,6623,23180,368855,20639,11772,45086,24077,41959,37060,,msa,37060,,2014
"Oxford, NC Micro Area",752,296,146,449,1093,5063,601,3042,23025,633205,22443,8653,54701,26489,46551,37080,,msa,37080,,2014
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",1494,9102,7187,10663,26252,95192,3779,15218,283047,9142610,364502,91912,824329,438567,652229,37100,,msa,37100,,2014
"Ozark, AL Micro Area",621,563,396,609,1357,7517,921,3323,22793,414655,20499,9114,48674,23941,39410,37120,,msa,37120,,2014
"Paducah, KY-IL Micro Area",606,1004,562,968,2534,11787,1186,6639,47048,763185,40087,16774,96344,45640,79184,37140,,msa,37140,,2014
"Pahrump, NV Micro Area",803,512,215,331,1514,5279,394,4248,22051,337035,12877,7891,42420,16461,35766,37220,,msa,37220,,2014
"Palatka, FL Micro Area",655,604,527,507,2020,6905,704,9119,36961,642560,23169,19019,71707,28107,58984,37260,,msa,37260,,2014
"Palestine, TX Micro Area",715,275,313,287,1038,4557,743,3512,20122,417195,19388,8288,45585,21343,48072,37300,,msa,37300,,2014
"Palm Bay-Melbourne-Titusville, FL Metro Area",904,5897,3424,6161,15462,61202,5178,49423,271005,5131355,212680,76083,541773,259181,457880,37340,,msa,37340,,2014
"Pampa, TX Micro Area",644,131,83,134,419,2195,400,1720,10123,170460,9205,2866,20985,10050,17629,37420,,msa,37420,,2014
"Panama City, FL Metro Area",927,2541,1971,2703,6409,27530,2341,36254,109023,1758125,80543,27219,183018,93658,153184,37460,,msa,37460,,2014
"Paragould, AR Micro Area",662,368,321,484,1195,5820,905,1571,18181,337400,16804,7516,42190,19402,33526,37500,,msa,37500,,2014
"Phoenix-Mesa-Scottsdale, AZ Metro Area",953,50203,37073,52147,135212,584752,42075,269793,1820165,45408450,1760548,728145,4260900,2094020,3347861,38060,,msa,38060,,2014
"Picayune, MS Micro Area",790,322,359,422,899,4901,1300,3667,24282,663805,19527,11818,53946,23189,43766,38100,,msa,38100,,2014
"Pierre, SD Micro Area",593,191,62,175,398,2981,267,947,9921,129945,11629,2036,20711,12533,17292,38180,,msa,38180,,2014
"Pine Bluff, AR Metro Area",656,844,633,974,3006,12291,1790,6106,42059,767345,34372,21220,87680,41219,77676,38220,,msa,38220,,2014
"Pinehurst-Southern Pines, NC Micro Area",740,681,577,714,1818,9353,1466,7600,44547,840525,34741,14609,89656,40277,73423,38240,,msa,38240,,2014
"Pittsburg, KS Micro Area",683,663,503,557,1454,6131,682,2479,17843,286980,17715,8102,37392,19833,31535,38260,,msa,38260,,2014
"Pittsburgh, PA Metro Area",722,23278,16262,20723,65518,297819,25528,113984,1103639,28047400,1066557,282867,2299786,1223277,1952680,38300,,msa,38300,,2014
"Pittsfield, MA Metro Area",754,1904,1000,1326,4103,17416,979,13060,68429,1180715,57948,15746,124013,68715,109102,38340,,msa,38340,,2014
"Plainview, TX Micro Area",596,339,152,273,734,4325,729,1889,13533,216085,13651,7976,33014,15921,26836,38380,,msa,38380,,2014
"Platteville, WI Micro Area",662,530,259,503,1064,5683,664,2223,21695,497065,23957,7851,47266,27181,41754,38420,,msa,38420,,2014
"Plattsburgh, NY Micro Area",736,750,795,738,2601,10146,961,3933,35909,711375,34134,11268,73996,38728,68580,38460,,msa,38460,,2014
"Plymouth, IN Micro Area",653,226,320,306,756,4063,413,2451,19919,428045,20196,6147,46261,23640,36210,38500,,msa,38500,,2014
"Pocatello, ID Metro Area",627,774,680,622,2456,9427,476,2995,33272,671250,35343,13018,81074,40818,63109,38540,,msa,38540,,2014
"Point Pleasant, WV-OH Micro Area",554,272,173,257,978,4900,1088,4608,26839,543145,20005,10719,56389,23040,46457,38580,,msa,38580,,2014
"Ponca City, OK Micro Area",621,372,262,431,932,5460,532,3383,21655,325660,19048,8126,44727,21480,35550,38620,,msa,38620,,2014
"Ponce, PR Metro Area",394,1318,1057,1420,5512,31872,15663,27330,138351,2028275,83424,177192,333440,114970,267232,38660,,msa,38660,,2014
"Pontiac, IL Micro Area",629,266,186,171,605,3937,512,1336,15851,319205,15272,3718,34211,17384,31206,38700,,msa,38700,,2014
"Poplar Bluff, MO Micro Area",606,452,489,444,1196,5684,732,2910,19683,293220,16978,8063,41811,19538,34042,38740,,msa,38740,,2014
"Portales, NM Micro Area",697,270,220,298,794,2939,432,1053,8251,124865,8223,5249,18882,9470,15437,38780,,msa,38780,,2014
"Port Angeles, WA Micro Area",832,983,727,1116,2090,9454,636,4727,35690,536905,25657,10651,70569,30845,60922,38820,,msa,38820,,2014
"Port Clinton, OH Micro Area",703,304,237,290,683,3496,288,10584,27950,416060,18164,4204,40714,20717,34110,38840,,msa,38840,,2014
"Portland-South Portland, ME Metro Area",920,5856,4653,5519,14868,63503,4337,50136,264243,6160290,250463,57052,507157,289440,425610,38860,,msa,38860,,2014
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",968,29669,22921,32939,85967,343653,15699,55810,933888,25457395,1004870,313670,2254504,1215597,1820979,38900,,msa,38900,,2014
